"group_idx","year","indivA","indivB","groom_exposure","support_exposure","groom","support"
1,2002,1,3,0,48,NA,0
1,2002,1,29,0,57,NA,0
1,2002,1,40,1,54,0,0
1,2002,1,47,0,48,NA,0
1,2002,1,48,300,84,0,0
1,2002,1,53,0,39,NA,0
1,2002,1,59,0,31,NA,0
1,2002,1,75,297,49,1,0
1,2002,1,78,0,162,NA,2
1,2002,1,101,0,52,NA,0
1,2002,1,106,148,5,0,0
1,2002,1,125,0,68,NA,0
1,2002,1,140,0,27,NA,0
1,2002,1,174,0,143,NA,1
1,2002,1,197,0,3,NA,0
1,2002,1,216,306,63,0,0
1,2002,1,224,0,47,NA,0
1,2002,1,225,0,177,NA,0
1,2002,1,228,0,120,NA,0
1,2002,1,287,0,21,NA,0
1,2002,1,291,0,30,NA,0
1,2002,1,294,0,76,NA,1
1,2002,1,296,292,66,1,0
1,2002,1,297,0,0,NA,NA
1,2002,1,309,520,70,2,0
1,2002,1,319,0,0,NA,NA
1,2002,1,320,52,11,0,0
1,2002,1,327,1,75,0,0
1,2002,1,343,0,37,NA,0
1,2002,1,359,0,140,NA,1
1,2002,1,399,0,62,NA,0
1,2002,1,433,0,78,NA,0
1,2002,1,453,0,110,NA,2
1,2002,1,455,0,12,NA,0
1,2002,1,456,0,133,NA,1
1,2002,1,460,0,0,NA,NA
1,2002,1,463,0,108,NA,0
1,2002,1,465,0,41,NA,0
1,2002,1,466,301,56,0,0
1,2002,1,513,306,54,0,0
1,2002,1,514,0,85,NA,1
1,2002,1,538,5,105,0,0
1,2002,1,540,290,73,0,0
1,2002,3,1,0,25,NA,0
1,2002,3,29,0,58,NA,0
1,2002,3,40,1,55,0,0
1,2002,3,47,0,48,NA,0
1,2002,3,48,304,85,0,0
1,2002,3,53,0,39,NA,0
1,2002,3,59,0,33,NA,1
1,2002,3,75,300,53,0,1
1,2002,3,78,0,161,NA,0
1,2002,3,101,0,53,NA,0
1,2002,3,106,153,5,0,0
1,2002,3,125,0,73,NA,1
1,2002,3,140,0,30,NA,1
1,2002,3,174,0,142,NA,0
1,2002,3,197,0,3,NA,0
1,2002,3,216,310,64,0,0
1,2002,3,224,0,47,NA,0
1,2002,3,225,0,178,NA,0
1,2002,3,228,0,125,NA,3
1,2002,3,287,0,23,NA,0
1,2002,3,291,0,31,NA,0
1,2002,3,294,0,77,NA,0
1,2002,3,296,296,69,1,2
1,2002,3,297,0,0,NA,NA
1,2002,3,309,530,73,0,0
1,2002,3,319,0,0,NA,NA
1,2002,3,320,52,11,0,0
1,2002,3,327,1,76,0,0
1,2002,3,343,0,37,NA,0
1,2002,3,359,0,140,NA,0
1,2002,3,399,0,65,NA,0
1,2002,3,433,0,78,NA,0
1,2002,3,453,0,111,NA,2
1,2002,3,455,0,12,NA,0
1,2002,3,456,0,133,NA,1
1,2002,3,460,0,0,NA,NA
1,2002,3,463,0,114,NA,1
1,2002,3,465,0,43,NA,1
1,2002,3,466,305,60,0,0
1,2002,3,513,308,54,0,0
1,2002,3,514,0,85,NA,1
1,2002,3,538,5,105,0,0
1,2002,3,540,294,75,0,1
1,2002,29,1,0,15,NA,0
1,2002,29,3,0,36,NA,0
1,2002,29,40,0,41,NA,0
1,2002,29,47,0,37,NA,0
1,2002,29,48,232,58,0,0
1,2002,29,53,0,31,NA,0
1,2002,29,59,0,27,NA,0
1,2002,29,75,224,39,0,0
1,2002,29,78,0,133,NA,1
1,2002,29,101,0,40,NA,1
1,2002,29,106,122,5,0,0
1,2002,29,125,0,57,NA,0
1,2002,29,140,0,24,NA,0
1,2002,29,174,0,114,NA,2
1,2002,29,197,0,3,NA,0
1,2002,29,216,230,44,0,0
1,2002,29,224,0,37,NA,0
1,2002,29,225,0,159,NA,0
1,2002,29,228,0,110,NA,2
1,2002,29,287,0,19,NA,0
1,2002,29,291,0,23,NA,0
1,2002,29,294,0,60,NA,0
1,2002,29,296,219,47,0,0
1,2002,29,297,0,0,NA,NA
1,2002,29,309,443,49,0,0
1,2002,29,319,0,0,NA,NA
1,2002,29,320,0,2,NA,0
1,2002,29,327,0,60,NA,1
1,2002,29,343,0,26,NA,0
1,2002,29,359,0,116,NA,1
1,2002,29,399,0,54,NA,0
1,2002,29,433,0,61,NA,3
1,2002,29,453,0,93,NA,4
1,2002,29,455,0,1,NA,0
1,2002,29,456,0,115,NA,4
1,2002,29,460,0,0,NA,NA
1,2002,29,463,0,94,NA,1
1,2002,29,465,0,29,NA,0
1,2002,29,466,224,54,0,0
1,2002,29,513,220,40,0,0
1,2002,29,514,0,70,NA,1
1,2002,29,538,3,81,0,1
1,2002,29,540,213,58,0,0
1,2002,40,1,1,25,0,0
1,2002,40,3,1,49,0,0
1,2002,40,29,0,58,NA,0
1,2002,40,47,1,48,0,0
1,2002,40,48,305,85,0,0
1,2002,40,53,1,39,0,0
1,2002,40,59,1,32,0,0
1,2002,40,75,301,53,0,1
1,2002,40,78,1,161,0,0
1,2002,40,101,1,53,0,0
1,2002,40,106,153,5,0,0
1,2002,40,125,1,72,0,0
1,2002,40,140,1,29,0,0
1,2002,40,174,1,142,0,0
1,2002,40,197,0,3,NA,0
1,2002,40,216,311,65,1,1
1,2002,40,224,1,47,0,0
1,2002,40,225,0,178,NA,0
1,2002,40,228,0,123,NA,1
1,2002,40,287,1,23,0,0
1,2002,40,291,1,31,0,0
1,2002,40,294,1,77,0,0
1,2002,40,296,297,67,1,0
1,2002,40,297,0,0,NA,NA
1,2002,40,309,531,73,1,0
1,2002,40,319,0,0,NA,NA
1,2002,40,320,53,11,0,0
1,2002,40,327,2,76,0,0
1,2002,40,343,1,37,0,0
1,2002,40,359,1,140,0,0
1,2002,40,399,1,65,0,0
1,2002,40,433,1,79,0,1
1,2002,40,453,1,110,0,1
1,2002,40,455,1,12,0,0
1,2002,40,456,1,133,0,1
1,2002,40,460,0,0,NA,NA
1,2002,40,463,1,114,0,1
1,2002,40,465,1,42,0,0
1,2002,40,466,306,60,1,0
1,2002,40,513,309,55,2,1
1,2002,40,514,1,84,0,0
1,2002,40,538,6,105,0,0
1,2002,40,540,295,74,0,0
1,2002,47,1,0,25,NA,0
1,2002,47,3,0,48,NA,0
1,2002,47,29,0,57,NA,0
1,2002,47,40,1,54,0,0
1,2002,47,48,303,84,0,0
1,2002,47,53,0,39,NA,0
1,2002,47,59,0,31,NA,0
1,2002,47,75,299,52,1,0
1,2002,47,78,0,162,NA,2
1,2002,47,101,0,52,NA,0
1,2002,47,106,150,5,0,0
1,2002,47,125,0,71,NA,0
1,2002,47,140,0,29,NA,0
1,2002,47,174,0,142,NA,0
1,2002,47,197,0,3,NA,0
1,2002,47,216,308,65,0,1
1,2002,47,224,0,47,NA,0
1,2002,47,225,0,177,NA,0
1,2002,47,228,0,122,NA,0
1,2002,47,287,0,21,NA,0
1,2002,47,291,0,30,NA,0
1,2002,47,294,0,77,NA,2
1,2002,47,296,294,67,0,0
1,2002,47,297,0,0,NA,NA
1,2002,47,309,522,72,4,0
1,2002,47,319,0,0,NA,NA
1,2002,47,320,52,11,0,0
1,2002,47,327,1,76,0,0
1,2002,47,343,0,37,NA,0
1,2002,47,359,0,139,NA,0
1,2002,47,399,0,65,NA,1
1,2002,47,433,0,78,NA,0
1,2002,47,453,0,109,NA,0
1,2002,47,455,0,12,NA,0
1,2002,47,456,0,132,NA,0
1,2002,47,460,0,0,NA,NA
1,2002,47,463,0,110,NA,1
1,2002,47,465,0,41,NA,0
1,2002,47,466,303,59,2,1
1,2002,47,513,306,54,0,0
1,2002,47,514,0,84,NA,0
1,2002,47,538,5,105,0,0
1,2002,47,540,292,73,3,0
1,2002,48,1,300,25,0,0
1,2002,48,3,304,49,0,0
1,2002,48,29,232,58,0,0
1,2002,48,40,305,55,0,0
1,2002,48,47,303,48,0,0
1,2002,48,53,304,39,0,0
1,2002,48,59,302,32,1,0
1,2002,48,75,604,53,1,1
1,2002,48,78,304,161,0,0
1,2002,48,101,301,53,0,0
1,2002,48,106,296,5,0,0
1,2002,48,125,304,72,0,0
1,2002,48,140,304,29,0,0
1,2002,48,174,245,143,0,1
1,2002,48,197,5,3,0,0
1,2002,48,216,614,65,1,1
1,2002,48,224,304,47,0,0
1,2002,48,225,163,178,2,0
1,2002,48,228,161,122,1,0
1,2002,48,287,302,23,0,0
1,2002,48,291,304,31,0,0
1,2002,48,294,304,77,0,0
1,2002,48,296,600,68,1,1
1,2002,48,297,1,0,0,NA
1,2002,48,309,834,73,2,0
1,2002,48,319,1,0,0,NA
1,2002,48,320,146,11,0,0
1,2002,48,327,305,77,0,1
1,2002,48,343,303,37,2,0
1,2002,48,359,302,140,0,0
1,2002,48,399,304,65,0,0
1,2002,48,433,281,78,0,0
1,2002,48,453,302,111,0,2
1,2002,48,455,8,12,0,0
1,2002,48,456,248,135,0,3
1,2002,48,460,1,0,0,NA
1,2002,48,463,304,113,0,0
1,2002,48,465,301,42,0,0
1,2002,48,466,606,62,2,2
1,2002,48,513,604,54,0,0
1,2002,48,514,296,84,0,0
1,2002,48,538,246,105,0,0
1,2002,48,540,595,75,1,1
1,2002,53,1,0,26,NA,1
1,2002,53,3,0,49,NA,0
1,2002,53,29,0,58,NA,0
1,2002,53,40,1,55,0,0
1,2002,53,47,0,49,NA,1
1,2002,53,48,304,85,31,0
1,2002,53,59,0,32,NA,0
1,2002,53,75,299,52,2,0
1,2002,53,78,0,161,NA,0
1,2002,53,101,0,53,NA,0
1,2002,53,106,152,5,7,0
1,2002,53,125,0,72,NA,0
1,2002,53,140,0,28,NA,0
1,2002,53,174,0,143,NA,1
1,2002,53,197,0,3,NA,0
1,2002,53,216,310,64,1,0
1,2002,53,224,0,47,NA,0
1,2002,53,225,0,178,NA,0
1,2002,53,228,0,122,NA,0
1,2002,53,287,0,23,NA,0
1,2002,53,291,0,32,NA,1
1,2002,53,294,0,78,NA,2
1,2002,53,296,296,67,5,0
1,2002,53,297,0,0,NA,NA
1,2002,53,309,530,73,1,0
1,2002,53,319,0,0,NA,NA
1,2002,53,320,52,11,0,0
1,2002,53,327,1,76,0,0
1,2002,53,343,0,37,NA,1
1,2002,53,359,0,141,NA,1
1,2002,53,399,0,65,NA,0
1,2002,53,433,0,78,NA,0
1,2002,53,453,0,110,NA,1
1,2002,53,455,0,12,NA,0
1,2002,53,456,0,133,NA,1
1,2002,53,460,0,0,NA,NA
1,2002,53,463,0,112,NA,0
1,2002,53,465,0,42,NA,0
1,2002,53,466,305,60,1,0
1,2002,53,513,308,54,0,0
1,2002,53,514,0,85,NA,1
1,2002,53,538,5,105,0,0
1,2002,53,540,294,74,4,0
1,2002,59,1,0,25,NA,0
1,2002,59,3,0,50,NA,1
1,2002,59,29,0,58,NA,0
1,2002,59,40,1,55,0,0
1,2002,59,47,0,48,NA,0
1,2002,59,48,302,84,1,0
1,2002,59,53,0,39,NA,0
1,2002,59,75,299,52,4,0
1,2002,59,78,0,161,NA,0
1,2002,59,101,0,53,NA,0
1,2002,59,106,153,5,1,0
1,2002,59,125,0,72,NA,0
1,2002,59,140,0,29,NA,0
1,2002,59,174,0,142,NA,0
1,2002,59,197,0,3,NA,0
1,2002,59,216,309,62,0,0
1,2002,59,224,0,47,NA,0
1,2002,59,225,0,178,NA,0
1,2002,59,228,0,121,NA,0
1,2002,59,287,0,23,NA,0
1,2002,59,291,0,31,NA,0
1,2002,59,294,0,77,NA,0
1,2002,59,296,294,67,1,0
1,2002,59,297,0,0,NA,NA
1,2002,59,309,529,73,2,0
1,2002,59,319,0,0,NA,NA
1,2002,59,320,52,11,0,0
1,2002,59,327,1,75,0,0
1,2002,59,343,0,37,NA,0
1,2002,59,359,0,140,NA,0
1,2002,59,399,0,65,NA,0
1,2002,59,433,0,77,NA,0
1,2002,59,453,0,109,NA,0
1,2002,59,455,0,12,NA,0
1,2002,59,456,0,132,NA,0
1,2002,59,460,0,0,NA,NA
1,2002,59,463,0,113,NA,0
1,2002,59,465,0,42,NA,0
1,2002,59,466,304,60,0,0
1,2002,59,513,307,53,4,0
1,2002,59,514,0,84,NA,0
1,2002,59,538,5,105,0,0
1,2002,59,540,292,73,0,0
1,2002,75,1,297,25,1,0
1,2002,75,3,300,50,0,1
1,2002,75,29,224,58,0,0
1,2002,75,40,301,56,0,1
1,2002,75,47,299,48,0,0
1,2002,75,48,604,86,1,1
1,2002,75,53,299,39,1,0
1,2002,75,59,299,32,1,0
1,2002,75,78,300,162,0,1
1,2002,75,101,297,53,0,0
1,2002,75,106,299,5,0,0
1,2002,75,125,300,73,0,1
1,2002,75,140,300,29,0,0
1,2002,75,174,235,143,1,1
1,2002,75,197,6,3,0,0
1,2002,75,216,610,64,0,0
1,2002,75,224,300,47,0,0
1,2002,75,225,152,178,0,0
1,2002,75,228,150,122,0,0
1,2002,75,287,299,23,0,0
1,2002,75,291,300,31,0,0
1,2002,75,294,300,77,0,0
1,2002,75,296,596,68,3,1
1,2002,75,297,2,0,0,NA
1,2002,75,309,830,73,2,0
1,2002,75,319,2,0,0,NA
1,2002,75,320,147,11,0,0
1,2002,75,327,301,78,0,2
1,2002,75,343,299,37,0,0
1,2002,75,359,298,140,0,0
1,2002,75,399,300,65,0,0
1,2002,75,433,278,78,0,0
1,2002,75,453,296,110,0,1
1,2002,75,455,10,12,0,0
1,2002,75,456,241,133,0,1
1,2002,75,460,2,0,0,NA
1,2002,75,463,300,113,0,0
1,2002,75,465,298,42,0,0
1,2002,75,466,603,60,1,0
1,2002,75,513,602,56,0,2
1,2002,75,514,294,85,0,1
1,2002,75,538,242,106,1,1
1,2002,75,540,592,74,0,0
1,2002,78,1,0,28,NA,3
1,2002,78,3,0,50,NA,1
1,2002,78,29,0,60,NA,2
1,2002,78,40,1,56,0,1
1,2002,78,47,0,49,NA,1
1,2002,78,48,304,86,3,1
1,2002,78,53,0,39,NA,0
1,2002,78,59,0,34,NA,2
1,2002,78,75,300,52,54,0
1,2002,78,101,0,54,NA,1
1,2002,78,106,153,5,1,0
1,2002,78,125,0,73,NA,1
1,2002,78,140,0,29,NA,0
1,2002,78,174,0,149,NA,7
1,2002,78,197,0,3,NA,0
1,2002,78,216,310,64,0,0
1,2002,78,224,0,48,NA,1
1,2002,78,225,0,180,NA,2
1,2002,78,228,0,127,NA,5
1,2002,78,287,0,24,NA,1
1,2002,78,291,0,32,NA,1
1,2002,78,294,0,89,NA,12
1,2002,78,296,296,68,4,1
1,2002,78,297,0,0,NA,NA
1,2002,78,309,530,73,4,0
1,2002,78,319,0,0,NA,NA
1,2002,78,320,52,12,0,1
1,2002,78,327,1,77,0,1
1,2002,78,343,0,37,NA,0
1,2002,78,359,0,147,NA,7
1,2002,78,399,0,65,NA,0
1,2002,78,433,0,82,NA,4
1,2002,78,453,0,117,NA,8
1,2002,78,455,0,12,NA,0
1,2002,78,456,0,136,NA,4
1,2002,78,460,0,0,NA,NA
1,2002,78,463,0,118,NA,5
1,2002,78,465,0,44,NA,2
1,2002,78,466,305,61,2,1
1,2002,78,513,308,56,10,2
1,2002,78,514,0,106,NA,22
1,2002,78,538,5,113,0,8
1,2002,78,540,294,74,1,0
1,2002,101,1,0,25,NA,0
1,2002,101,3,0,49,NA,0
1,2002,101,29,0,59,NA,1
1,2002,101,40,1,55,0,0
1,2002,101,47,0,47,NA,0
1,2002,101,48,301,85,1,0
1,2002,101,53,0,39,NA,0
1,2002,101,59,0,32,NA,0
1,2002,101,75,297,51,0,0
1,2002,101,78,0,159,NA,1
1,2002,101,106,153,5,9,0
1,2002,101,125,0,72,NA,0
1,2002,101,140,0,29,NA,0
1,2002,101,174,0,142,NA,1
1,2002,101,197,0,3,NA,0
1,2002,101,216,308,64,1,0
1,2002,101,224,0,46,NA,0
1,2002,101,225,0,179,NA,1
1,2002,101,228,0,123,NA,1
1,2002,101,287,0,22,NA,0
1,2002,101,291,0,31,NA,0
1,2002,101,294,0,77,NA,1
1,2002,101,296,293,66,1,0
1,2002,101,297,0,0,NA,NA
1,2002,101,309,529,73,1,0
1,2002,101,319,0,0,NA,NA
1,2002,101,320,52,11,0,0
1,2002,101,327,1,76,0,0
1,2002,101,343,0,37,NA,0
1,2002,101,359,0,139,NA,0
1,2002,101,399,0,65,NA,0
1,2002,101,433,0,78,NA,0
1,2002,101,453,0,109,NA,0
1,2002,101,455,0,12,NA,0
1,2002,101,456,0,133,NA,1
1,2002,101,460,0,0,NA,NA
1,2002,101,463,0,113,NA,2
1,2002,101,465,0,42,NA,1
1,2002,101,466,303,60,2,0
1,2002,101,513,308,54,0,0
1,2002,101,514,0,85,NA,2
1,2002,101,538,5,105,0,0
1,2002,101,540,291,74,0,0
1,2002,106,1,148,15,0,0
1,2002,106,3,153,20,0,0
1,2002,106,29,122,34,0,0
1,2002,106,40,153,28,0,0
1,2002,106,47,150,20,0,0
1,2002,106,48,296,38,0,0
1,2002,106,53,152,19,0,0
1,2002,106,59,153,9,0,0
1,2002,106,75,299,23,0,0
1,2002,106,78,153,83,0,0
1,2002,106,101,153,35,0,0
1,2002,106,125,153,28,0,0
1,2002,106,140,153,13,0,0
1,2002,106,174,112,60,0,0
1,2002,106,197,6,3,0,0
1,2002,106,216,301,26,0,0
1,2002,106,224,153,26,0,0
1,2002,106,225,49,87,0,0
1,2002,106,228,44,57,0,0
1,2002,106,287,153,13,0,0
1,2002,106,291,153,20,0,0
1,2002,106,294,153,48,0,0
1,2002,106,296,291,29,0,0
1,2002,106,297,1,0,0,NA
1,2002,106,309,405,34,0,0
1,2002,106,319,1,0,0,NA
1,2002,106,320,61,2,0,0
1,2002,106,327,153,29,0,0
1,2002,106,343,153,10,0,0
1,2002,106,359,153,61,0,0
1,2002,106,399,153,26,0,0
1,2002,106,433,144,40,0,0
1,2002,106,453,152,62,0,0
1,2002,106,455,1,1,0,0
1,2002,106,456,103,64,0,0
1,2002,106,460,1,0,0,NA
1,2002,106,463,153,56,0,0
1,2002,106,465,152,25,0,0
1,2002,106,466,293,34,0,0
1,2002,106,513,291,20,0,0
1,2002,106,514,148,36,0,0
1,2002,106,538,119,49,0,0
1,2002,106,540,293,24,0,0
1,2002,125,1,0,25,NA,0
1,2002,125,3,0,49,NA,0
1,2002,125,29,0,58,NA,0
1,2002,125,40,1,55,0,0
1,2002,125,47,0,48,NA,0
1,2002,125,48,304,85,0,0
1,2002,125,53,0,39,NA,0
1,2002,125,59,0,32,NA,0
1,2002,125,75,300,52,0,0
1,2002,125,78,0,162,NA,1
1,2002,125,101,0,53,NA,0
1,2002,125,106,153,5,0,0
1,2002,125,140,0,30,NA,1
1,2002,125,174,0,142,NA,0
1,2002,125,197,0,3,NA,0
1,2002,125,216,310,65,1,1
1,2002,125,224,0,47,NA,0
1,2002,125,225,0,178,NA,0
1,2002,125,228,0,123,NA,1
1,2002,125,287,0,23,NA,0
1,2002,125,291,0,31,NA,0
1,2002,125,294,0,78,NA,1
1,2002,125,296,296,69,0,2
1,2002,125,297,0,0,NA,NA
1,2002,125,309,530,73,2,0
1,2002,125,319,0,0,NA,NA
1,2002,125,320,52,11,0,0
1,2002,125,327,1,78,0,2
1,2002,125,343,0,37,NA,0
1,2002,125,359,0,140,NA,0
1,2002,125,399,0,66,NA,1
1,2002,125,433,0,78,NA,0
1,2002,125,453,0,111,NA,2
1,2002,125,455,0,12,NA,0
1,2002,125,456,0,132,NA,0
1,2002,125,460,0,0,NA,NA
1,2002,125,463,0,114,NA,1
1,2002,125,465,0,42,NA,0
1,2002,125,466,305,60,3,0
1,2002,125,513,308,54,0,0
1,2002,125,514,0,85,NA,1
1,2002,125,538,5,105,0,0
1,2002,125,540,294,74,0,0
1,2002,140,1,0,25,NA,0
1,2002,140,3,0,49,NA,0
1,2002,140,29,0,58,NA,0
1,2002,140,40,1,55,0,0
1,2002,140,47,0,48,NA,0
1,2002,140,48,304,85,0,0
1,2002,140,53,0,40,NA,1
1,2002,140,59,0,32,NA,0
1,2002,140,75,300,53,5,1
1,2002,140,78,0,163,NA,2
1,2002,140,101,0,53,NA,0
1,2002,140,106,153,5,0,0
1,2002,140,125,0,73,NA,1
1,2002,140,174,0,142,NA,0
1,2002,140,197,0,3,NA,0
1,2002,140,216,310,64,1,0
1,2002,140,224,0,47,NA,0
1,2002,140,225,0,178,NA,0
1,2002,140,228,0,122,NA,0
1,2002,140,287,0,23,NA,0
1,2002,140,291,0,31,NA,0
1,2002,140,294,0,77,NA,0
1,2002,140,296,296,67,1,0
1,2002,140,297,0,0,NA,NA
1,2002,140,309,530,73,1,0
1,2002,140,319,0,0,NA,NA
1,2002,140,320,52,11,0,0
1,2002,140,327,1,76,0,0
1,2002,140,343,0,37,NA,0
1,2002,140,359,0,140,NA,0
1,2002,140,399,0,65,NA,0
1,2002,140,433,0,78,NA,0
1,2002,140,453,0,109,NA,0
1,2002,140,455,0,12,NA,0
1,2002,140,456,0,132,NA,0
1,2002,140,460,0,0,NA,NA
1,2002,140,463,0,113,NA,0
1,2002,140,465,0,42,NA,0
1,2002,140,466,305,60,0,0
1,2002,140,513,308,54,3,0
1,2002,140,514,0,84,NA,0
1,2002,140,538,5,106,0,1
1,2002,140,540,294,74,0,0
1,2002,174,1,0,21,NA,0
1,2002,174,3,0,37,NA,0
1,2002,174,29,0,49,NA,3
1,2002,174,40,1,42,0,0
1,2002,174,47,0,37,NA,0
1,2002,174,48,245,62,0,0
1,2002,174,53,0,31,NA,0
1,2002,174,59,0,23,NA,0
1,2002,174,75,235,36,0,1
1,2002,174,78,0,129,NA,9
1,2002,174,101,0,42,NA,1
1,2002,174,106,112,2,0,0
1,2002,174,125,0,54,NA,0
1,2002,174,140,0,22,NA,0
1,2002,174,197,0,3,NA,0
1,2002,174,216,252,44,0,0
1,2002,174,224,0,37,NA,0
1,2002,174,225,0,104,NA,0
1,2002,174,228,0,60,NA,0
1,2002,174,287,0,18,NA,0
1,2002,174,291,0,22,NA,0
1,2002,174,294,0,56,NA,2
1,2002,174,296,237,50,0,1
1,2002,174,297,0,0,NA,NA
1,2002,174,309,444,54,0,2
1,2002,174,319,0,0,NA,NA
1,2002,174,320,52,10,0,0
1,2002,174,327,1,61,0,2
1,2002,174,343,0,28,NA,0
1,2002,174,359,0,103,NA,2
1,2002,174,399,0,45,NA,0
1,2002,174,433,0,53,NA,0
1,2002,174,453,0,77,NA,3
1,2002,174,455,0,11,NA,0
1,2002,174,456,0,138,NA,19
1,2002,174,460,0,0,NA,NA
1,2002,174,463,0,87,NA,2
1,2002,174,465,0,34,NA,0
1,2002,174,466,246,48,0,0
1,2002,174,513,248,42,0,0
1,2002,174,514,0,78,NA,7
1,2002,174,538,2,99,0,10
1,2002,174,540,236,57,0,1
1,2002,197,1,0,0,NA,NA
1,2002,197,3,0,1,NA,0
1,2002,197,29,0,0,NA,NA
1,2002,197,40,0,3,NA,0
1,2002,197,47,0,2,NA,0
1,2002,197,48,5,1,0,0
1,2002,197,53,0,0,NA,NA
1,2002,197,59,0,0,NA,NA
1,2002,197,75,6,0,0,NA
1,2002,197,78,0,1,NA,0
1,2002,197,101,0,1,NA,0
1,2002,197,106,6,0,0,NA
1,2002,197,125,0,0,NA,NA
1,2002,197,140,0,1,NA,0
1,2002,197,174,0,4,NA,0
1,2002,197,216,7,0,0,NA
1,2002,197,224,0,0,NA,NA
1,2002,197,287,0,1,NA,0
1,2002,197,291,0,1,NA,0
1,2002,197,294,0,1,NA,0
1,2002,197,296,7,1,0,0
1,2002,197,309,56,3,0,0
1,2002,197,327,0,0,NA,NA
1,2002,197,343,0,0,NA,NA
1,2002,197,359,0,1,NA,0
1,2002,197,399,0,1,NA,0
1,2002,197,433,0,0,NA,NA
1,2002,197,453,0,0,NA,NA
1,2002,197,456,0,2,NA,0
1,2002,197,463,0,1,NA,0
1,2002,197,465,0,0,NA,NA
1,2002,197,466,8,4,0,0
1,2002,197,513,6,3,0,0
1,2002,197,514,0,1,NA,0
1,2002,197,538,0,3,NA,0
1,2002,197,540,7,0,0,NA
1,2002,216,1,306,25,0,0
1,2002,216,3,310,49,0,0
1,2002,216,29,230,58,0,0
1,2002,216,40,311,55,0,0
1,2002,216,47,308,49,0,1
1,2002,216,48,614,86,0,1
1,2002,216,53,310,39,0,0
1,2002,216,59,309,32,0,0
1,2002,216,75,610,52,0,0
1,2002,216,78,310,161,0,0
1,2002,216,101,308,53,0,0
1,2002,216,106,301,5,0,0
1,2002,216,125,310,72,0,0
1,2002,216,140,310,29,0,0
1,2002,216,174,252,142,0,0
1,2002,216,197,7,3,0,0
1,2002,216,224,310,47,2,0
1,2002,216,225,152,178,0,0
1,2002,216,228,148,123,0,1
1,2002,216,287,309,23,0,0
1,2002,216,291,310,31,0,0
1,2002,216,294,310,77,0,0
1,2002,216,296,606,69,1,2
1,2002,216,297,1,0,0,NA
1,2002,216,309,840,74,2,1
1,2002,216,319,1,0,0,NA
1,2002,216,320,152,11,0,0
1,2002,216,327,311,76,0,0
1,2002,216,343,308,37,0,0
1,2002,216,359,305,140,1,0
1,2002,216,399,310,66,0,1
1,2002,216,433,293,78,0,0
1,2002,216,453,307,110,0,1
1,2002,216,455,11,12,0,0
1,2002,216,456,253,133,0,1
1,2002,216,460,1,0,0,NA
1,2002,216,463,310,113,0,0
1,2002,216,465,308,42,0,0
1,2002,216,466,613,60,1,0
1,2002,216,513,615,54,0,0
1,2002,216,514,307,84,0,0
1,2002,216,538,254,105,1,0
1,2002,216,540,600,74,1,0
1,2002,224,1,0,25,NA,0
1,2002,224,3,0,49,NA,0
1,2002,224,29,0,59,NA,1
1,2002,224,40,1,55,0,0
1,2002,224,47,0,48,NA,0
1,2002,224,48,304,85,0,0
1,2002,224,53,0,39,NA,0
1,2002,224,59,0,32,NA,0
1,2002,224,75,300,52,1,0
1,2002,224,78,0,161,NA,0
1,2002,224,101,0,53,NA,0
1,2002,224,106,153,5,5,0
1,2002,224,125,0,72,NA,0
1,2002,224,140,0,29,NA,0
1,2002,224,174,0,143,NA,1
1,2002,224,197,0,3,NA,0
1,2002,224,216,310,64,69,0
1,2002,224,225,0,178,NA,0
1,2002,224,228,0,122,NA,0
1,2002,224,287,0,24,NA,1
1,2002,224,291,0,31,NA,0
1,2002,224,294,0,78,NA,1
1,2002,224,296,296,67,1,0
1,2002,224,297,0,0,NA,NA
1,2002,224,309,530,73,4,0
1,2002,224,319,0,0,NA,NA
1,2002,224,320,52,11,0,0
1,2002,224,327,1,76,0,0
1,2002,224,343,0,37,NA,0
1,2002,224,359,0,140,NA,0
1,2002,224,399,0,65,NA,0
1,2002,224,433,0,78,NA,0
1,2002,224,453,0,109,NA,0
1,2002,224,455,0,12,NA,0
1,2002,224,456,0,133,NA,1
1,2002,224,460,0,0,NA,NA
1,2002,224,463,0,113,NA,0
1,2002,224,465,0,42,NA,0
1,2002,224,466,305,60,2,0
1,2002,224,513,308,54,0,0
1,2002,224,514,0,84,NA,0
1,2002,224,538,5,106,0,1
1,2002,224,540,294,74,1,0
1,2002,225,1,0,10,NA,0
1,2002,225,3,0,28,NA,0
1,2002,225,29,0,45,NA,1
1,2002,225,40,0,27,NA,0
1,2002,225,47,0,28,NA,1
1,2002,225,48,163,44,0,0
1,2002,225,53,0,23,NA,1
1,2002,225,59,0,23,NA,0
1,2002,225,75,152,31,0,0
1,2002,225,78,0,106,NA,3
1,2002,225,101,0,25,NA,0
1,2002,225,106,49,4,0,0
1,2002,225,125,0,47,NA,1
1,2002,225,140,0,21,NA,0
1,2002,225,174,0,75,NA,0
1,2002,225,216,152,36,0,0
1,2002,225,224,0,19,NA,0
1,2002,225,228,0,126,NA,5
1,2002,225,287,0,11,NA,0
1,2002,225,291,0,16,NA,0
1,2002,225,294,0,42,NA,1
1,2002,225,296,152,44,0,0
1,2002,225,309,286,39,0,0
1,2002,225,327,0,50,NA,1
1,2002,225,343,0,21,NA,0
1,2002,225,359,0,97,NA,1
