"idx","year","group_idx","age_s","rank_s","mother_s","daughters_c","group_size_s","gg_mean_s","gg_sd_s","gr_mean_s","gr_sd_s","sg_mean_s","sg_sd_s","sr_mean_s","sr_sd_s","f_mean_s","f_sd_s","died","days_survived_this_year_this_group","ikt_paste","groom_ikt_ID","support_ikt_ID","forage_ikt_ID"
17,2015,11,-0.80085322618398,-1.63708382627992,-0.984354454772311,0,0.505510826893049,-1.13863186549039,1.29615783781854,-0.258787429132625,1.89645563893125,-0.790887920322446,1.08047395687616,-0.862351891077198,1.18053076392179,-0.237476696272738,1.1238933163722,0,365,"17_11_2015",450,458,460
17,2016,11,-0.663860063160108,-1.49722680555852,-0.984354454772311,0,0.493544599140907,-1.15902910486603,1.21017568917874,-0.316234102055666,1.80576305395833,-1.1376538736046,1.01015392893331,-1.22913617661168,1.04643477942861,-0.0740032411446053,1.21278487438426,0,366,"17_11_2016",451,459,461
17,2017,11,-0.526866900136235,-1.20498875315952,-0.984354454772311,0,0.629959584602123,0.283278431039969,0.469311861529,0.304402225729143,1.59330776531386,-1.58801598052809,0.82492555168182,-1.80823929609907,0.876405055890845,-0.670512790912229,0.7775724859111,0,365,"17_11_2017",452,460,462
17,2018,11,-0.389873737112363,-0.898666788880065,-0.984354454772311,-0.0144927536231884,0.404462688610255,-0.3916186050043,0.771737810974337,-0.714503159656918,1.90824077126427,-0.458854557883575,0.825377814152012,-0.446265689923003,0.911008256191913,-0.555107192208003,0.938316794225899,0,365,"17_11_2018",453,461,463
20,2014,11,-1.07483955223173,-1.67019632128978,1.06670248200197,0,0.912362537439077,-1.21939063714335,1.32503348266522,-0.327833207499259,1.88449657906317,-0.715872491273061,1.1333651215773,-0.781883017206914,1.19435737678918,0.526757234495913,1.12276786980576,0,365,"20_11_2014",596,606,609
20,2015,11,-0.937846389207853,-1.65795790634987,1.06670248200197,0,0.505510826893049,-1.16812445365227,1.36459498146196,-0.287008672485606,1.9066857935422,-0.810221070306097,1.11982110677247,-0.869005908372735,1.20462597625085,0.432631364810528,1.09590317773929,0,365,"20_11_2015",597,607,610
20,2016,11,-0.80085322618398,-1.88248951606636,1.06670248200197,0,0.493544599140907,-1.14468411507837,1.28748532640079,-0.292477629912823,1.92413528431852,-0.935284839292315,1.05501834791083,-0.993468905675094,1.15685911619275,0.435626569220814,1.08675262788465,0,366,"20_11_2016",598,608,611
20,2017,11,-0.663860063160108,-1.65875065361081,1.06670248200197,0,0.629959584602123,0.607454017619875,0.43431504159311,-0.323759189070182,1.65491843295932,-0.0023723474517943,0.59169194709275,-0.17879632678772,0.71658083689772,-0.464327116535081,0.718402157294825,0,365,"20_11_2017",599,609,612
20,2018,11,-0.526866900136235,-1.89953744188911,1.06670248200197,0,0.404462688610255,-1.09594208672701,0.835960981809102,-0.122782669006963,1.79566065123694,-1.03040257187111,0.937499432314713,-1.02811467233029,1.01145272350536,-0.529366266253975,0.843581557627873,0,365,"20_11_2018",600,610,613
40,2004,6,-1.07483955223173,-1.12953193938407,-0.877878822070144,0,-1.62731698700603,-0.527275137810818,0.566848353684476,-0.821125171243961,1.83742623255327,-0.414486856593677,0.472719311839915,-0.516637289047308,0.602636123518591,-0.497297999820714,0.351832928871711,0,366,"40_6_2004",1958,1999,2011
40,2005,6,-0.937846389207853,-0.774694546070815,-0.984354454772311,0,-1.10940951945169,-0.223194565945835,0.348173609087184,1.72271646511024,1.49649616307391,-0.226700875306297,0.390358304301581,-0.447333271295425,0.548764207762742,1.52162992640866,0.226288833460208,0,365,"40_6_2005",1959,2000,2012
40,2006,6,-0.80085322618398,-0.906977011402075,-0.984354454772311,0,-0.786211866245168,0.377434670363563,0.304918596166254,-0.549229196675073,1.43042295693499,0.105330326211564,0.350105272230468,-0.0492522251384831,0.504424868555898,-0.623200716471659,0.345805478205619,0,365,"40_6_2006",1960,2001,2013
40,2007,6,-0.663860063160108,-0.793809342322005,-0.984354454772311,0,-0.499652223873802,0.471753004248543,0.28247190660673,0.952363984966446,1.41429237787039,0.23704543322737,0.324426452631751,0.0217002150286771,0.463871512675158,-1.4323694389926,0.378663943782634,0,365,"40_6_2007",1961,2002,2014
40,2008,6,-0.526866900136235,-0.864056620873031,-0.984354454772311,0,-0.736500989089287,0.65494097462002,0.436762948153589,0.837761133072188,1.67471798937965,0.209238463113215,0.378209822939028,0.226216725163624,0.547682540987387,0.919100128100776,0.262462590225121,0,366,"40_6_2008",1962,2003,2015
40,2009,6,-0.389873737112363,-0.684662775916877,-0.984354454772311,-0.0144927536231884,-0.872494659021826,0.740956123399064,0.33240288291377,0.339597091493239,1.57551408593846,-0.880209025139923,0.523479364892164,-0.636195591354556,0.603364469242346,0.854211728847424,0.284260673120587,0,365,"40_6_2009",1963,2004,2016
40,2010,6,-0.25288057408849,-0.831137093320117,-0.984354454772311,-0.193548387096774,-0.882571481787441,0.553476594531346,0.425350372480222,-0.0329029899106853,1.58955911609007,-0.0914813253309451,0.625163887439443,-0.0828275710626263,0.728965590690262,-1.57876634994461,0.688554869896077,0,365,"40_6_2010",1964,2005,2017
40,2011,6,-0.115887411064618,-0.673053873517145,-0.984354454772311,-0.25,-0.499652223873802,0.71988319479125,0.355633215309023,0.050142135473101,1.57893662719041,-0.299172065373048,0.495970748949712,-0.434738892023372,0.621922796824653,1.72142944315568,0.340735102195484,1,305,"40_6_2011",1965,2006,2018
44,2007,3,-0.526866900136235,-1.29613247948529,1.06670248200197,0,-2.47578910643812,-1.4079726285395,1.24491096461515,-0.639052472313408,1.90548316915767,-1.09361388420802,0.927520155492637,-1.08478599038921,0.990688231739445,-0.727161374525161,1.02326758926126,0,19,"44_3_2007",2273,2317,2331
44,2003,5,-1.07483955223173,-1.4829131646734,1.06670248200197,0,1.13382200218466,0.123440619349491,0.365432755399873,-0.104952248308515,1.61334746464143,-1.22100602705365,0.444286965858456,-1.30397131958054,0.533962015294957,0.0970854869383636,0.413769569691093,0,365,"44_5_2003",2275,2319,2333
44,2004,5,-0.937846389207853,-1.13991975956406,1.06670248200197,0,1.61068634044955,-0.0101353986483271,0.323409755630655,0.604783418619893,1.50808107325507,-1.00767042515651,0.304322093563871,-0.792015718412125,0.425280765162867,-0.899151523098273,0.272229242675645,0,366,"44_5_2004",2276,2320,2334
44,2005,5,-0.80085322618398,-0.828784790441776,1.06670248200197,0,1.73101750228715,0.267247776158953,0.228533007699609,0.867931264471254,1.26036718244652,0.242553058069478,0.211784720700415,0.196651717764026,0.367039152917598,-1.16143427701026,0.299490792928643,0,365,"44_5_2005",2277,2321,2335
44,2006,5,-0.663860063160108,-0.556322796889212,1.06670248200197,0,2.1866555726058,0.689067157600039,0.215022342021193,0.66438900271043,1.17429442210155,0.35291352097688,0.215054154814757,0.114159409911042,0.346460025403752,-1.34558529763108,0.295714026126589,0,365,"44_5_2006",2278,2322,2336
44,2007,5,-0.526866900136235,-0.793582389402565,1.06670248200197,0,1.32666861901858,0.675196283906087,0.212829108311336,1.7364433604964,1.19437252087264,0.48376686288476,0.234104111815271,0.319977368468268,0.367819788706733,-1.94810891242291,0.455711385872323,0,346,"44_5_2007",2279,2323,2337
44,2008,5,-0.389873737112363,-0.595985971622191,1.06670248200197,-0.0144927536231884,-0.618716180961143,1.61197520689033,0.23114455207928,1.32925524001518,1.28431850289862,1.03661524153026,0.287913103975359,0.97849942597536,0.437715613978154,-1.23235174561158,0.417903664299873,0,366,"44_5_2008",2280,2324,2338
44,2009,5,-0.25288057408849,-0.684662794090921,1.06670248200197,-0.193548387096774,-0.420887187712602,1.36481407153986,0.232348150962966,1.44477132775579,1.29256323608954,1.11874811209116,0.305820156107185,1.02071359479562,0.471583147378443,1.38643463443541,0.225781722110838,0,365,"44_5_2009",2281,2325,2339
44,2010,5,-0.115887411064618,-0.242202863695272,1.06670248200197,-0.25,-0.319680173358005,1.07019335412038,0.298016434324476,1.73828394536638,1.51190990874734,-1.16657396007129,0.789868363851216,-1.26921654994748,0.8748205911208,-1.10350563497703,0.715991425629686,0,365,"44_5_2010",2282,2326,2340
44,2011,5,0.0211057519592544,0.101191465370831,1.06670248200197,-0.410714285714286,0.0225103989874008,1.00525401049771,0.241999789310507,1.92151211348624,1.32621327533119,0.0326605387028213,0.303431869381016,0.240043722436487,0.452836448008041,-1.26357402510577,0.401406898187183,0,365,"44_5_2011",2283,2327,2341
44,2012,5,0.158098914983127,0.568423962779211,1.06670248200197,-0.531914893617021,0.181567973083686,1.10076427005288,0.245691763040069,2.16981056016726,1.307681009994,0.597136213746127,0.28758358668234,0.251372680379049,0.440608472678514,0.279860504417899,0.2874222689513,1,278,"44_5_2012",2284,2328,2342
45,2014,6,-1.07483955223173,-1.46098844311296,-0.984354454772311,0,0.00133380476319396,-1.46805955445815,0.836146080169436,-1.6917398406468,1.75586122868691,-1.90725979763586,0.843766576803528,-1.95670607619844,0.894822964084098,-1.62745595418048,0.550471574628003,0,365,"45_6_2014",2376,2420,2434
45,2015,6,-0.937846389207853,-1.22687077934681,-0.984354454772311,0,0.0786340010150914,-0.430645468523218,0.473202140546242,0.837534058124353,1.57555790847569,0.0718032557439719,0.486665154886157,0.0822133556773667,0.594715217163563,1.11093851857414,0.294672897253907,0,365,"45_6_2015",2377,2421,2435
45,2016,6,-0.80085322618398,-1.08672994820894,-0.984354454772311,0,0.223639705826254,-0.0682244260654514,0.505505912620633,0.415161193182908,1.65545848225146,-0.587692206338374,0.659238759489403,-0.582454873624576,0.768600531996341,-0.777957993262423,0.625719553033943,0,366,"45_6_2016",2378,2422,2436
45,2017,6,-0.663860063160108,-0.951760509520412,-0.984354454772311,0,0.657808258740393,-0.0731969067453516,0.387455952875464,0.0861547829730571,1.58901593661671,0.586450942258768,0.369819552630659,0.297754199887926,0.500649320964826,0.694532970826924,0.434883027051796,0,365,"45_6_2017",2379,2423,2437
45,2018,6,-0.526866900136235,-0.888184336452352,-0.984354454772311,0,0.732869135516425,-1.08853261872755,0.605534580025562,-0.987376801459941,1.7212283891517,-0.281198321150674,0.636650303599514,-0.180924653230629,0.771623798070396,-0.947065334963376,0.70622140596787,0,365,"45_6_2018",2380,2424,2438
45,2019,6,-0.389873737112363,-0.817311311931793,-0.984354454772311,-0.0144927536231884,1.17030120443754,-1.48761427623768,1.18722506534145,-0.385807310487303,1.94708257177919,-0.0280439165004349,0.531694323824816,-0.0132394296131112,0.636472963452074,1.10776514821948,0.342739804404096,0,365,"45_6_2019",2381,2425,2439
